id,created_at,trigger_type,trigger_words,response_text
521,2025-06-02T12:48:44.754840,greeting,"{hi,hello,hey,good morning,good evening}",Hello! How can I help you today?
522,2025-06-02T12:48:44.754845,greeting,"{yo,hiya,howdy,what's up,sup}",Hey there! What's up?
523,2025-06-02T12:48:44.754850,goodbye,"{bye,goodbye,see you,later,cya}",Goodbye! Have a great day!
524,2025-06-02T12:48:44.754855,goodbye,"{take care,farewell,see ya}",Take care! Talk to you soon.
525,2025-06-02T12:48:44.754860,thanks,"{thanks,thank you,thx,ty}",You're welcome! 😊
526,2025-06-02T12:48:44.754865,thanks,"{much appreciated,thanks a lot}",Glad I could help!
527,2025-06-02T12:48:44.754870,affirmation,"{yes,yeah,yep,of course,sure}",Great! Let's continue.
528,2025-06-02T12:48:44.754875,affirmation,"{absolutely,definitely,sure thing}","Perfect, let's do it."
529,2025-06-02T12:48:44.754880,negation,"{no,nope,nah,not really}",No worries! Let me know if you change your mind.
530,2025-06-02T12:48:44.754885,help,"{help,assist,need help,can you help,i need assistance}",Sure! I'm here to assist. What do you need help with?
531,2025-06-02T12:48:44.754890,confusion,"{what,huh,idk,what do you mean,i don't get it}",Let me explain that more clearly...
532,2025-06-02T12:48:44.754896,feedback_positive,"{great,awesome,cool,nice,well done}",Thanks! Glad you liked it.
533,2025-06-02T12:48:44.754901,feedback_negative,"{bad,terrible,not good,worst}",I'm sorry to hear that. I'll try to improve.
534,2025-06-02T12:48:44.754907,greeting,"{hi,hello,hey,good morning,good evening}",Hello! How can I help you today?
535,2025-06-02T12:48:44.754931,greeting,"{yo,hiya,howdy,what's up,sup}",Hey there! What's up?
536,2025-06-02T12:48:44.754936,goodbye,"{bye,goodbye,see you,later,cya}",Goodbye! Have a great day!
537,2025-06-02T12:48:44.754941,goodbye,"{take care,farewell,see ya}",Take care! Talk to you soon.
538,2025-06-02T12:48:44.754946,thanks,"{thanks,thank you,thx,ty}",You're welcome! 😊
539,2025-06-02T12:48:44.754950,thanks,"{much appreciated,thanks a lot}",Glad I could help!
540,2025-06-02T12:48:44.754955,affirmation,"{yes,yeah,yep,of course,sure}",Great! Let's continue.
541,2025-06-02T12:48:44.755654,affirmation,"{absolutely,definitely,sure thing}","Perfect, let's do it."
542,2025-06-02T12:48:44.755672,negation,"{no,nope,nah,not really}",No worries! Let me know if you change your mind.
543,2025-06-02T12:48:44.755678,help,"{help,assist,need help,can you help,i need assistance}",Sure! I'm here to assist. What do you need help with?
544,2025-06-02T12:48:44.755684,confusion,"{what,huh,idk,what do you mean,i don't get it}",Let me explain that more clearly...
545,2025-06-02T12:48:44.755690,feedback_positive,"{great,awesome,cool,nice,well done}",Thanks! Glad you liked it.
546,2025-06-02T12:48:44.755695,feedback_negative,"{bad,terrible,not good,worst}",I'm sorry to hear that. I'll try to improve.
547,2025-06-02T12:48:44.755702,greeting,"{hi,hello,hey,good morning,good evening}",Hello! How can I help you today?
548,2025-06-02T12:48:44.755707,greeting,"{yo,hiya,howdy,what's up,sup}",Hey there! What's up?
549,2025-06-02T12:48:44.755716,goodbye,"{bye,goodbye,see you,later,cya}",Goodbye! Have a great day!
550,2025-06-02T12:48:44.755721,goodbye,"{take care,farewell,see ya}",Take care! Talk to you soon.
551,2025-06-02T12:48:44.755727,thanks,"{thanks,thank you,thx,ty}",You're welcome! 😊
552,2025-06-02T12:48:44.755761,thanks,"{much appreciated,thanks a lot}",Glad I could help!
553,2025-06-02T12:48:44.755768,affirmation,"{yes,yeah,yep,of course,sure}",Great! Let's continue.
554,2025-06-02T12:48:44.755773,affirmation,"{absolutely,definitely,sure thing}","Perfect, let's do it."
555,2025-06-02T12:48:44.755779,negation,"{no,nope,nah,not really}",No worries! Let me know if you change your mind.
556,2025-06-02T12:48:44.755785,help,"{help,assist,need help,can you help,i need assistance}",Sure! I'm here to assist. What do you need help with?
557,2025-06-02T12:48:44.755792,confusion,"{what,huh,idk,what do you mean,i don't get it}",Let me explain that more clearly...
558,2025-06-02T12:48:44.755819,feedback_positive,"{great,awesome,cool,nice,well done}",Thanks! Glad you liked it.
559,2025-06-02T12:48:44.755825,feedback_negative,"{bad,terrible,not good,worst}",I'm sorry to hear that. I'll try to improve.
560,2025-06-02T12:48:44.755832,greeting,"{hi,hello,hey,good morning,good evening}",Hello! How can I help you today?
561,2025-06-02T12:48:44.755838,greeting,"{yo,hiya,howdy,what's up,sup}",Hey there! What's up?
562,2025-06-02T12:48:44.755844,goodbye,"{bye,goodbye,see you,later,cya}",Goodbye! Have a great day!
563,2025-06-02T12:48:44.755849,goodbye,"{take care,farewell,see ya}",Take care! Talk to you soon.
564,2025-06-02T12:48:44.755856,thanks,"{thanks,thank you,thx,ty}",You're welcome! 😊
565,2025-06-02T12:48:44.755866,thanks,"{much appreciated,thanks a lot}",Glad I could help!
566,2025-06-02T12:48:44.755891,affirmation,"{yes,yeah,yep,of course,sure}",Great! Let's continue.
567,2025-06-02T12:48:44.755898,affirmation,"{absolutely,definitely,sure thing}","Perfect, let's do it."
568,2025-06-02T12:48:44.755903,negation,"{no,nope,nah,not really}",No worries! Let me know if you change your mind.
569,2025-06-02T12:48:44.755908,help,"{help,assist,need help,can you help,i need assistance}",Sure! I'm here to assist. What do you need help with?
570,2025-06-02T12:48:44.755914,confusion,"{what,huh,idk,what do you mean,i don't get it}",Let me explain that more clearly...
571,2025-06-02T12:48:44.755920,feedback_positive,"{great,awesome,cool,nice,well done}",Thanks! Glad you liked it.
572,2025-06-02T12:48:44.755925,feedback_negative,"{bad,terrible,not good,worst}",I'm sorry to hear that. I'll try to improve.
573,2025-06-02T12:48:44.755935,greeting,"{hi,hello,hey,good morning,good evening}",Hello! How can I help you today?
574,2025-06-02T12:48:44.755941,greeting,"{yo,hiya,howdy,what's up,sup}",Hey there! What's up?
575,2025-06-02T12:48:44.755946,goodbye,"{bye,goodbye,see you,later,cya}",Goodbye! Have a great day!
576,2025-06-02T12:48:44.755951,goodbye,"{take care,farewell,see ya}",Take care! Talk to you soon.
577,2025-06-02T12:48:44.755973,thanks,"{thanks,thank you,thx,ty}",You're welcome! 😊
578,2025-06-02T12:48:44.755980,thanks,"{much appreciated,thanks a lot}",Glad I could help!
579,2025-06-02T12:48:44.755985,affirmation,"{yes,yeah,yep,of course,sure}",Great! Let's continue.
580,2025-06-02T12:48:44.755990,affirmation,"{absolutely,definitely,sure thing}","Perfect, let's do it."
581,2025-06-02T12:48:44.756014,negation,"{no,nope,nah,not really}",No worries! Let me know if you change your mind.
582,2025-06-02T12:48:44.756022,help,"{help,assist,need help,can you help,i need assistance}",Sure! I'm here to assist. What do you need help with?
583,2025-06-02T12:48:44.756028,confusion,"{what,huh,idk,what do you mean,i don't get it}",Let me explain that more clearly...
584,2025-06-02T12:48:44.756034,feedback_positive,"{great,awesome,cool,nice,well done}",Thanks! Glad you liked it.
585,2025-06-02T12:48:44.756038,feedback_negative,"{bad,terrible,not good,worst}",I'm sorry to hear that. I'll try to improve.
586,2025-06-02T12:48:44.756045,greeting,"{hi,hello,hey,good morning,good evening}",Hello! How can I help you today?
587,2025-06-02T12:48:44.756051,greeting,"{yo,hiya,howdy,what's up,sup}",Hey there! What's up?
588,2025-06-02T12:48:44.756056,goodbye,"{bye,goodbye,see you,later,cya}",Goodbye! Have a great day!
589,2025-06-02T12:48:44.756063,goodbye,"{take care,farewell,see ya}",Take care! Talk to you soon.
590,2025-06-02T12:48:44.756067,thanks,"{thanks,thank you,thx,ty}",You're welcome! 😊
591,2025-06-02T12:48:44.756072,thanks,"{much appreciated,thanks a lot}",Glad I could help!
592,2025-06-02T12:48:44.756077,affirmation,"{yes,yeah,yep,of course,sure}",Great! Let's continue.
593,2025-06-02T12:48:44.756082,affirmation,"{absolutely,definitely,sure thing}","Perfect, let's do it."
594,2025-06-02T12:48:44.756090,negation,"{no,nope,nah,not really}",No worries! Let me know if you change your mind.
595,2025-06-02T12:48:44.756096,help,"{help,assist,need help,can you help,i need assistance}",Sure! I'm here to assist. What do you need help with?
596,2025-06-02T12:48:44.756101,confusion,"{what,huh,idk,what do you mean,i don't get it}",Let me explain that more clearly...
597,2025-06-02T12:48:44.756111,feedback_positive,"{great,awesome,cool,nice,well done}",Thanks! Glad you liked it.
598,2025-06-02T12:48:44.756117,feedback_negative,"{bad,terrible,not good,worst}",I'm sorry to hear that. I'll try to improve.
599,2025-06-02T12:48:44.756123,greeting,"{hi,hello,hey,good morning,good evening}",Hello! How can I help you today?
600,2025-06-02T12:48:44.756128,greeting,"{yo,hiya,howdy,what's up,sup}",Hey there! What's up?
601,2025-06-02T12:48:44.756133,goodbye,"{bye,goodbye,see you,later,cya}",Goodbye! Have a great day!
602,2025-06-02T12:48:44.756138,goodbye,"{take care,farewell,see ya}",Take care! Talk to you soon.
603,2025-06-02T12:48:44.756143,thanks,"{thanks,thank you,thx,ty}",You're welcome! 😊
604,2025-06-02T12:48:44.756148,thanks,"{much appreciated,thanks a lot}",Glad I could help!
605,2025-06-02T12:48:44.756153,affirmation,"{yes,yeah,yep,of course,sure}",Great! Let's continue.
606,2025-06-02T12:48:44.756158,affirmation,"{absolutely,definitely,sure thing}","Perfect, let's do it."
607,2025-06-02T12:48:44.756164,negation,"{no,nope,nah,not really}",No worries! Let me know if you change your mind.
608,2025-06-02T12:48:44.756170,help,"{help,assist,need help,can you help,i need assistance}",Sure! I'm here to assist. What do you need help with?
609,2025-06-02T12:48:44.756176,confusion,"{what,huh,idk,what do you mean,i don't get it}",Let me explain that more clearly...
610,2025-06-02T12:48:44.756181,feedback_positive,"{great,awesome,cool,nice,well done}",Thanks! Glad you liked it.
611,2025-06-02T12:48:44.756186,feedback_negative,"{bad,terrible,not good,worst}",I'm sorry to hear that. I'll try to improve.
612,2025-06-02T12:48:44.756192,greeting,"{hi,hello,hey,good morning,good evening}",Hello! How can I help you today?
613,2025-06-02T12:48:44.756200,greeting,"{yo,hiya,howdy,what's up,sup}",Hey there! What's up?
614,2025-06-02T12:48:44.756217,goodbye,"{bye,goodbye,see you,later,cya}",Goodbye! Have a great day!
615,2025-06-02T12:48:44.756227,goodbye,"{take care,farewell,see ya}",Take care! Talk to you soon.
616,2025-06-02T12:48:44.756233,thanks,"{thanks,thank you,thx,ty}",You're welcome! 😊
617,2025-06-02T12:48:44.756237,thanks,"{much appreciated,thanks a lot}",Glad I could help!
618,2025-06-02T12:48:44.756242,affirmation,"{yes,yeah,yep,of course,sure}",Great! Let's continue.
619,2025-06-02T12:48:44.756246,affirmation,"{absolutely,definitely,sure thing}","Perfect, let's do it."
620,2025-06-02T12:48:44.756251,negation,"{no,nope,nah,not really}",No worries! Let me know if you change your mind.
621,2025-06-02T12:48:44.756257,help,"{help,assist,need help,can you help,i need assistance}",Sure! I'm here to assist. What do you need help with?
622,2025-06-02T12:48:44.756262,confusion,"{what,huh,idk,what do you mean,i don't get it}",Let me explain that more clearly...
623,2025-06-02T12:48:44.756268,feedback_positive,"{great,awesome,cool,nice,well done}",Thanks! Glad you liked it.
624,2025-06-02T12:48:44.756273,feedback_negative,"{bad,terrible,not good,worst}",I'm sorry to hear that. I'll try to improve.
625,2025-06-02T12:48:44.756279,greeting,"{hi,hello,hey,good morning,good evening}",Hello! How can I help you today?
626,2025-06-02T12:48:44.756284,greeting,"{yo,hiya,howdy,what's up,sup}",Hey there! What's up?
627,2025-06-02T12:48:44.756290,goodbye,"{bye,goodbye,see you,later,cya}",Goodbye! Have a great day!
628,2025-06-02T12:48:44.756294,goodbye,"{take care,farewell,see ya}",Take care! Talk to you soon.
629,2025-06-02T12:48:44.756299,thanks,"{thanks,thank you,thx,ty}",You're welcome! 😊
630,2025-06-02T12:48:44.756304,thanks,"{much appreciated,thanks a lot}",Glad I could help!
631,2025-06-02T12:48:44.756308,affirmation,"{yes,yeah,yep,of course,sure}",Great! Let's continue.
632,2025-06-02T12:48:44.756313,affirmation,"{absolutely,definitely,sure thing}","Perfect, let's do it."
633,2025-06-02T12:48:44.756318,negation,"{no,nope,nah,not really}",No worries! Let me know if you change your mind.
634,2025-06-02T12:48:44.756323,help,"{help,assist,need help,can you help,i need assistance}",Sure! I'm here to assist. What do you need help with?
635,2025-06-02T12:48:44.756328,confusion,"{what,huh,idk,what do you mean,i don't get it}",Let me explain that more clearly...
636,2025-06-02T12:48:44.756332,feedback_positive,"{great,awesome,cool,nice,well done}",Thanks! Glad you liked it.
637,2025-06-02T12:48:44.756355,feedback_negative,"{bad,terrible,not good,worst}",I'm sorry to hear that. I'll try to improve.
638,2025-06-02T12:48:44.756363,greeting,"{hi,hello,hey,good morning,good evening}",Hello! How can I help you today?
639,2025-06-02T12:48:44.756368,greeting,"{yo,hiya,howdy,what's up,sup}",Hey there! What's up?
640,2025-06-02T12:48:44.756385,goodbye,"{bye,goodbye,see you,later,cya}",Goodbye! Have a great day!
641,2025-06-02T12:48:44.756389,goodbye,"{take care,farewell,see ya}",Take care! Talk to you soon.
642,2025-06-02T12:48:44.756394,thanks,"{thanks,thank you,thx,ty}",You're welcome! 😊
643,2025-06-02T12:48:44.756398,thanks,"{much appreciated,thanks a lot}",Glad I could help!
644,2025-06-02T12:48:44.756408,affirmation,"{yes,yeah,yep,of course,sure}",Great! Let's continue.
645,2025-06-02T12:48:44.756417,affirmation,"{absolutely,definitely,sure thing}","Perfect, let's do it."
646,2025-06-02T12:48:44.756422,negation,"{no,nope,nah,not really}",No worries! Let me know if you change your mind.
647,2025-06-02T12:48:44.756433,help,"{help,assist,need help,can you help,i need assistance}",Sure! I'm here to assist. What do you need help with?
648,2025-06-02T12:48:44.756446,confusion,"{what,huh,idk,what do you mean,i don't get it}",Let me explain that more clearly...
649,2025-06-02T12:48:44.756452,feedback_positive,"{great,awesome,cool,nice,well done}",Thanks! Glad you liked it.
650,2025-06-02T12:48:44.756457,feedback_negative,"{bad,terrible,not good,worst}",I'm sorry to hear that. I'll try to improve.
651,2025-06-02T12:48:44.756463,greeting,"{hi,hello,hey,good morning,good evening}",Hello! How can I help you today?
652,2025-06-02T12:48:44.756468,greeting,"{yo,hiya,howdy,what's up,sup}",Hey there! What's up?
653,2025-06-02T12:48:44.756473,goodbye,"{bye,goodbye,see you,later,cya}",Goodbye! Have a great day!
654,2025-06-02T12:48:44.756478,goodbye,"{take care,farewell,see ya}",Take care! Talk to you soon.
655,2025-06-02T12:48:44.756482,thanks,"{thanks,thank you,thx,ty}",You're welcome! 😊
656,2025-06-02T12:48:44.756486,thanks,"{much appreciated,thanks a lot}",Glad I could help!
657,2025-06-02T12:48:44.756491,affirmation,"{yes,yeah,yep,of course,sure}",Great! Let's continue.
658,2025-06-02T12:48:44.756495,affirmation,"{absolutely,definitely,sure thing}","Perfect, let's do it."
659,2025-06-02T12:48:44.756500,negation,"{no,nope,nah,not really}",No worries! Let me know if you change your mind.
660,2025-06-02T12:48:44.756505,help,"{help,assist,need help,can you help,i need assistance}",Sure! I'm here to assist. What do you need help with?
661,2025-06-02T12:48:44.756511,confusion,"{what,huh,idk,what do you mean,i don't get it}",Let me explain that more clearly...
662,2025-06-02T12:48:44.756516,feedback_positive,"{great,awesome,cool,nice,well done}",Thanks! Glad you liked it.
663,2025-06-02T12:48:44.756520,feedback_negative,"{bad,terrible,not good,worst}",I'm sorry to hear that. I'll try to improve.
664,2025-06-02T12:48:44.756526,greeting,"{hi,hello,hey,good morning,good evening}",Hello! How can I help you today?
665,2025-06-02T12:48:44.756531,greeting,"{yo,hiya,howdy,what's up,sup}",Hey there! What's up?
666,2025-06-02T12:48:44.756536,goodbye,"{bye,goodbye,see you,later,cya}",Goodbye! Have a great day!
667,2025-06-02T12:48:44.756540,goodbye,"{take care,farewell,see ya}",Take care! Talk to you soon.
668,2025-06-02T12:48:44.756545,thanks,"{thanks,thank you,thx,ty}",You're welcome! 😊
669,2025-06-02T12:48:44.756550,thanks,"{much appreciated,thanks a lot}",Glad I could help!
670,2025-06-02T12:48:44.756553,affirmation,"{yes,yeah,yep,of course,sure}",Great! Let's continue.
671,2025-06-02T12:48:44.756556,affirmation,"{absolutely,definitely,sure thing}","Perfect, let's do it."
672,2025-06-02T12:48:44.756558,negation,"{no,nope,nah,not really}",No worries! Let me know if you change your mind.
673,2025-06-02T12:48:44.756561,help,"{help,assist,need help,can you help,i need assistance}",Sure! I'm here to assist. What do you need help with?
674,2025-06-02T12:48:44.756565,confusion,"{what,huh,idk,what do you mean,i don't get it}",Let me explain that more clearly...
675,2025-06-02T12:48:44.756570,feedback_positive,"{great,awesome,cool,nice,well done}",Thanks! Glad you liked it.
676,2025-06-02T12:48:44.756579,feedback_negative,"{bad,terrible,not good,worst}",I'm sorry to hear that. I'll try to improve.
677,2025-06-02T12:48:44.756597,greeting,"{hi,hello,hey,good morning,good evening}",Hello! How can I help you today?
678,2025-06-02T12:48:44.756602,greeting,"{yo,hiya,howdy,what's up,sup}",Hey there! What's up?
679,2025-06-02T12:48:44.756614,goodbye,"{bye,goodbye,see you,later,cya}",Goodbye! Have a great day!
680,2025-06-02T12:48:44.756619,goodbye,"{take care,farewell,see ya}",Take care! Talk to you soon.
681,2025-06-02T12:48:44.756624,thanks,"{thanks,thank you,thx,ty}",You're welcome! 😊
682,2025-06-02T12:48:44.756628,thanks,"{much appreciated,thanks a lot}",Glad I could help!
683,2025-06-02T12:48:44.756633,affirmation,"{yes,yeah,yep,of course,sure}",Great! Let's continue.
684,2025-06-02T12:48:44.756636,affirmation,"{absolutely,definitely,sure thing}","Perfect, let's do it."
685,2025-06-02T12:48:44.756641,negation,"{no,nope,nah,not really}",No worries! Let me know if you change your mind.
686,2025-06-02T12:48:44.756645,help,"{help,assist,need help,can you help,i need assistance}",Sure! I'm here to assist. What do you need help with?
687,2025-06-02T12:48:44.756650,confusion,"{what,huh,idk,what do you mean,i don't get it}",Let me explain that more clearly...
688,2025-06-02T12:48:44.756655,feedback_positive,"{great,awesome,cool,nice,well done}",Thanks! Glad you liked it.
689,2025-06-02T12:48:44.756660,feedback_negative,"{bad,terrible,not good,worst}",I'm sorry to hear that. I'll try to improve.
690,2025-06-02T12:48:44.756666,greeting,"{hi,hello,hey,good morning,good evening}",Hello! How can I help you today?
691,2025-06-02T12:48:44.756679,greeting,"{yo,hiya,howdy,what's up,sup}",Hey there! What's up?
692,2025-06-02T12:48:44.756685,goodbye,"{bye,goodbye,see you,later,cya}",Goodbye! Have a great day!
693,2025-06-02T12:48:44.756690,goodbye,"{take care,farewell,see ya}",Take care! Talk to you soon.
694,2025-06-02T12:48:44.756700,thanks,"{thanks,thank you,thx,ty}",You're welcome! 😊
695,2025-06-02T12:48:44.756705,thanks,"{much appreciated,thanks a lot}",Glad I could help!
696,2025-06-02T12:48:44.756710,affirmation,"{yes,yeah,yep,of course,sure}",Great! Let's continue.
697,2025-06-02T12:48:44.756715,affirmation,"{absolutely,definitely,sure thing}","Perfect, let's do it."
698,2025-06-02T12:48:44.756718,negation,"{no,nope,nah,not really}",No worries! Let me know if you change your mind.
699,2025-06-02T12:48:44.756721,help,"{help,assist,need help,can you help,i need assistance}",Sure! I'm here to assist. What do you need help with?
700,2025-06-02T12:48:44.756724,confusion,"{what,huh,idk,what do you mean,i don't get it}",Let me explain that more clearly...
701,2025-06-02T12:48:44.756730,feedback_positive,"{great,awesome,cool,nice,well done}",Thanks! Glad you liked it.
702,2025-06-02T12:48:44.756736,feedback_negative,"{bad,terrible,not good,worst}",I'm sorry to hear that. I'll try to improve.
703,2025-06-02T12:48:44.756741,greeting,"{hi,hello,hey,good morning,good evening}",Hello! How can I help you today?
704,2025-06-02T12:48:44.756753,greeting,"{yo,hiya,howdy,what's up,sup}",Hey there! What's up?
705,2025-06-02T12:48:44.756758,goodbye,"{bye,goodbye,see you,later,cya}",Goodbye! Have a great day!
706,2025-06-02T12:48:44.756763,goodbye,"{take care,farewell,see ya}",Take care! Talk to you soon.
707,2025-06-02T12:48:44.756768,thanks,"{thanks,thank you,thx,ty}",You're welcome! 😊
708,2025-06-02T12:48:44.756779,thanks,"{much appreciated,thanks a lot}",Glad I could help!
709,2025-06-02T12:48:44.756788,affirmation,"{yes,yeah,yep,of course,sure}",Great! Let's continue.
710,2025-06-02T12:48:44.756793,affirmation,"{absolutely,definitely,sure thing}","Perfect, let's do it."
711,2025-06-02T12:48:44.756803,negation,"{no,nope,nah,not really}",No worries! Let me know if you change your mind.
712,2025-06-02T12:48:44.756809,help,"{help,assist,need help,can you help,i need assistance}",Sure! I'm here to assist. What do you need help with?
713,2025-06-02T12:48:44.756813,confusion,"{what,huh,idk,what do you mean,i don't get it}",Let me explain that more clearly...
714,2025-06-02T12:48:44.756816,feedback_positive,"{great,awesome,cool,nice,well done}",Thanks! Glad you liked it.
715,2025-06-02T12:48:44.756818,feedback_negative,"{bad,terrible,not good,worst}",I'm sorry to hear that. I'll try to improve.
716,2025-06-02T12:48:44.756822,greeting,"{hi,hello,hey,good morning,good evening}",Hello! How can I help you today?
717,2025-06-02T12:48:44.756824,greeting,"{yo,hiya,howdy,what's up,sup}",Hey there! What's up?
718,2025-06-02T12:48:44.756827,goodbye,"{bye,goodbye,see you,later,cya}",Goodbye! Have a great day!
719,2025-06-02T12:48:44.756829,goodbye,"{take care,farewell,see ya}",Take care! Talk to you soon.
720,2025-06-02T12:48:44.756832,thanks,"{thanks,thank you,thx,ty}",You're welcome! 😊
721,2025-06-02T12:48:44.756835,thanks,"{much appreciated,thanks a lot}",Glad I could help!
722,2025-06-02T12:48:44.756838,affirmation,"{yes,yeah,yep,of course,sure}",Great! Let's continue.
723,2025-06-02T12:48:44.756842,affirmation,"{absolutely,definitely,sure thing}","Perfect, let's do it."
724,2025-06-02T12:48:44.756848,negation,"{no,nope,nah,not really}",No worries! Let me know if you change your mind.
725,2025-06-02T12:48:44.756852,help,"{help,assist,need help,can you help,i need assistance}",Sure! I'm here to assist. What do you need help with?
726,2025-06-02T12:48:44.756857,confusion,"{what,huh,idk,what do you mean,i don't get it}",Let me explain that more clearly...
727,2025-06-02T12:48:44.756862,feedback_positive,"{great,awesome,cool,nice,well done}",Thanks! Glad you liked it.
728,2025-06-02T12:48:44.756866,feedback_negative,"{bad,terrible,not good,worst}",I'm sorry to hear that. I'll try to improve.
729,2025-06-02T12:48:44.756871,greeting,"{hi,hello,hey,good morning,good evening}",Hello! How can I help you today?
730,2025-06-02T12:48:44.756876,greeting,"{yo,hiya,howdy,what's up,sup}",Hey there! What's up?
731,2025-06-02T12:48:44.756881,goodbye,"{bye,goodbye,see you,later,cya}",Goodbye! Have a great day!
732,2025-06-02T12:48:44.756885,goodbye,"{take care,farewell,see ya}",Take care! Talk to you soon.
733,2025-06-02T12:48:44.756889,thanks,"{thanks,thank you,thx,ty}",You're welcome! 😊
734,2025-06-02T12:48:44.756894,thanks,"{much appreciated,thanks a lot}",Glad I could help!
735,2025-06-02T12:48:44.756899,affirmation,"{yes,yeah,yep,of course,sure}",Great! Let's continue.
736,2025-06-02T12:48:44.756903,affirmation,"{absolutely,definitely,sure thing}","Perfect, let's do it."
737,2025-06-02T12:48:44.756907,negation,"{no,nope,nah,not really}",No worries! Let me know if you change your mind.
738,2025-06-02T12:48:44.756912,help,"{help,assist,need help,can you help,i need assistance}",Sure! I'm here to assist. What do you need help with?
739,2025-06-02T12:48:44.756917,confusion,"{what,huh,idk,what do you mean,i don't get it}",Let me explain that more clearly...
740,2025-06-02T12:48:44.756931,feedback_positive,"{great,awesome,cool,nice,well done}",Thanks! Glad you liked it.
741,2025-06-02T12:48:44.756940,feedback_negative,"{bad,terrible,not good,worst}",I'm sorry to hear that. I'll try to improve.
742,2025-06-02T12:48:44.756947,greeting,"{hi,hello,hey,good morning,good evening}",Hello! How can I help you today?
743,2025-06-02T12:48:44.756958,greeting,"{yo,hiya,howdy,what's up,sup}",Hey there! What's up?
744,2025-06-02T12:48:44.756964,goodbye,"{bye,goodbye,see you,later,cya}",Goodbye! Have a great day!
745,2025-06-02T12:48:44.756970,goodbye,"{take care,farewell,see ya}",Take care! Talk to you soon.
746,2025-06-02T12:48:44.756975,thanks,"{thanks,thank you,thx,ty}",You're welcome! 😊
747,2025-06-02T12:48:44.756979,thanks,"{much appreciated,thanks a lot}",Glad I could help!
748,2025-06-02T12:48:44.756984,affirmation,"{yes,yeah,yep,of course,sure}",Great! Let's continue.
749,2025-06-02T12:48:44.756989,affirmation,"{absolutely,definitely,sure thing}","Perfect, let's do it."
750,2025-06-02T12:48:44.756994,negation,"{no,nope,nah,not really}",No worries! Let me know if you change your mind.
751,2025-06-02T12:48:44.756998,help,"{help,assist,need help,can you help,i need assistance}",Sure! I'm here to assist. What do you need help with?
752,2025-06-02T12:48:44.757003,confusion,"{what,huh,idk,what do you mean,i don't get it}",Let me explain that more clearly...
753,2025-06-02T12:48:44.757005,feedback_positive,"{great,awesome,cool,nice,well done}",Thanks! Glad you liked it.
754,2025-06-02T12:48:44.757008,feedback_negative,"{bad,terrible,not good,worst}",I'm sorry to hear that. I'll try to improve.
755,2025-06-02T12:48:44.757011,greeting,"{hi,hello,hey,good morning,good evening}",Hello! How can I help you today?
756,2025-06-02T12:48:44.757014,greeting,"{yo,hiya,howdy,what's up,sup}",Hey there! What's up?
757,2025-06-02T12:48:44.757017,goodbye,"{bye,goodbye,see you,later,cya}",Goodbye! Have a great day!
758,2025-06-02T12:48:44.757019,goodbye,"{take care,farewell,see ya}",Take care! Talk to you soon.
759,2025-06-02T12:48:44.757022,thanks,"{thanks,thank you,thx,ty}",You're welcome! 😊
760,2025-06-02T12:48:44.757024,thanks,"{much appreciated,thanks a lot}",Glad I could help!
761,2025-06-02T12:48:44.757078,affirmation,"{yes,yeah,yep,of course,sure}",Great! Let's continue.
762,2025-06-02T12:48:44.757089,affirmation,"{absolutely,definitely,sure thing}","Perfect, let's do it."
763,2025-06-02T12:48:44.757095,negation,"{no,nope,nah,not really}",No worries! Let me know if you change your mind.
764,2025-06-02T12:48:44.757100,help,"{help,assist,need help,can you help,i need assistance}",Sure! I'm here to assist. What do you need help with?
765,2025-06-02T12:48:44.757104,confusion,"{what,huh,idk,what do you mean,i don't get it}",Let me explain that more clearly...
766,2025-06-02T12:48:44.757107,feedback_positive,"{great,awesome,cool,nice,well done}",Thanks! Glad you liked it.
767,2025-06-02T12:48:44.757109,feedback_negative,"{bad,terrible,not good,worst}",I'm sorry to hear that. I'll try to improve.
768,2025-06-02T12:48:44.757113,greeting,"{hi,hello,hey,good morning,good evening}",Hello! How can I help you today?
769,2025-06-02T12:48:44.757115,greeting,"{yo,hiya,howdy,what's up,sup}",Hey there! What's up?
770,2025-06-02T12:48:44.757118,goodbye,"{bye,goodbye,see you,later,cya}",Goodbye! Have a great day!
771,2025-06-02T12:48:44.757121,goodbye,"{take care,farewell,see ya}",Take care! Talk to you soon.
772,2025-06-02T12:48:44.757130,thanks,"{thanks,thank you,thx,ty}",You're welcome! 😊
773,2025-06-02T12:48:44.757135,thanks,"{much appreciated,thanks a lot}",Glad I could help!
774,2025-06-02T12:48:44.757137,affirmation,"{yes,yeah,yep,of course,sure}",Great! Let's continue.
775,2025-06-02T12:48:44.757146,affirmation,"{absolutely,definitely,sure thing}","Perfect, let's do it."
776,2025-06-02T12:48:44.757149,negation,"{no,nope,nah,not really}",No worries! Let me know if you change your mind.
777,2025-06-02T12:48:44.757151,help,"{help,assist,need help,can you help,i need assistance}",Sure! I'm here to assist. What do you need help with?
778,2025-06-02T12:48:44.757154,confusion,"{what,huh,idk,what do you mean,i don't get it}",Let me explain that more clearly...
779,2025-06-02T12:48:44.757157,feedback_positive,"{great,awesome,cool,nice,well done}",Thanks! Glad you liked it.
780,2025-06-02T12:48:44.757159,feedback_negative,"{bad,terrible,not good,worst}",I'm sorry to hear that. I'll try to improve.
